2000.008087,0.469879518
2000.0159,0.506024096
2000.023712,0.638554217
2000.031525,0.56626506
2000.039337,0.469879518
2000.04715,0.445783133
2000.054962,0.506024096
2000.062775,0.65060241
2000.070587,0.855421687
2000.0784,0.963855422
2000.086212,0.903614458
2000.094025,0.746987952
2000.101837,0.506024096
2000.10965,0.289156627
2000.117462,0.168674699
2000.125275,0.457831325
2000.133087,0.759036145
2000.1409,0.78313253
2000.148712,0.734939759
2000.156525,0.746987952
2000.164337,0.614457831
2000.17215,0.397590361
2000.179962,0.469879518
2000.187775,0.710843373
2000.195587,0.855421687
2000.2034,0.879518072
2000.211212,0.903614458
2000.219025,0.674698795
2000.226837,0.397590361
2000.23465,0.204819277
2000.242462,-0.048192771
2000.250275,0.048192771
2000.258087,0.56626506
2000.2659,1.13253012
2000.273712,1.493975904
2000.281525,1.373493976
2000.289337,0.807228916
2000.29715,-0.012048193
2000.304962,-0.385542169
2000.312775,-0.13253012
2000.320587,0.421686747
2000.3284,0.903614458
2000.336212,1.204819277
2000.344025,1.228915663
2000.351837,0.855421687
2000.35965,0.397590361
2000.367462,0.289156627
2000.375275,0.361445783
2000.383087,0.518072289
2000.3909,0.638554217
2000.398712,0.614457831
2000.406525,0.734939759
2000.414337,0.879518072
2000.42215,0.855421687
2000.429962,0.759036145
2000.437775,0.686746988
2000.445587,0.542168675
2000.4534,0.313253012
2000.461212,0.228915663
2000.469025,0.325301205
2000.476837,0.590361446
2000.48465,0.86746988
2000.492462,1
2000.500275,0.951807229
2000.508087,0.879518072
2000.5159,0.614457831
2000.523712,0.313253012
2000.531525,0.228915663
2000.539337,0.385542169
2000.54715,0.554216867
2000.554962,0.686746988
2000.562775,0.795180723
2000.570587,0.746987952
2000.5784,0.638554217
2000.586212,0.518072289
2000.594025,0.445783133
2000.601837,0.493975904
2000.60965,0.578313253
2000.617462,0.578313253
2000.625275,0.518072289
2000.633087,0.506024096
2000.6409,0.590361446
2000.648712,0.674698795
2000.656525,0.734939759
2000.664337,0.722891566
2000.67215,0.771084337
2000.679962,0.662650602
2000.687775,0.445783133
2000.695587,0.277108434
2000.7034,0.168674699
2000.711212,0.313253012
2000.719025,0.554216867
2000.726837,0.771084337
2000.73465,0.78313253
2000.742462,0.759036145
2000.750275,0.819277108
2000.758087,0.831325301
2000.7659,0.710843373
2000.773712,0.614457831
2000.781525,0.506024096
2000.789337,0.301204819
2000.79715,0.144578313
2000.804962,0.156626506
2000.812775,0.43373494
2000.820587,0.722891566
2000.8284,1.024096386
2000.836212,1.253012048
2000.844025,1.060240964
2000.851837,0.746987952
2000.85965,0.265060241
2000.867462,-0.144578313
2000.875275,-0.060240964
2000.883087,0.325301205
2000.8909,0.771084337
2000.898712,1.060240964
2000.906525,1.144578313
2000.914337,0.987951807
2000.92215,0.614457831
2000.929962,0.265060241
2000.937775,0.144578313
